flnatureza,dsdocumento,nmprimeiro,nmsegundo,dtregistro
1,42860139394,Vanessa,Moreira,2024-08-10
1,67842430663,Eduardo,Azevedo,2020-09-02
1,31544185134,Carlos,Lopes,2019-12-21
2,25300708100214,Sandra,Ribeiro,2014-03-05
2,97686957737434,Natália,Souza,2023-01-08
2,30708058026023,Helena,Silva,2013-01-17
2,02768492373635,Vanessa,Costa,2017-03-18
1,98090406327,Fernanda,Silva,2014-07-28
2,24229878480979,Daniel,Barbosa,2007-09-04
2,53421251601814,Sandra,Almeida,2023-02-03
1,29370820963,Sandra,Oliveira,2016-02-14
1,30384377042,Daniel,Azevedo,2023-02-03
1,66709399663,Eduardo,Silva,2006-03-26
1,10478800933,Helena,Martins,2015-08-16
1,33312376608,Natália,Medeiros,2025-03-28
1,17981999948,Helena,Moreira,2023-07-27
2,58576084237035,Ana,Pereira,2009-01-08
2,90574557763104,Gabriel,Ferreira,2005-10-18
1,58573597804,Karen,Souza,2022-02-22
1,42954123320,Gabriel,Oliveira,2024-03-03
1,94304657665,Marcos,Ribeiro,2011-04-16
2,94813745677440,Isabela,Cardoso,2017-08-05
1,52233075389,Tiago,Gomes,2007-01-11
2,05674198127538,Daniel,Ferreira,2019-08-31
2,64355238592354,Ana,Lopes,2019-10-23
1,01511569748,Karen,Silva,2021-08-07
2,37351709798945,Patrícia,Souza,2024-09-01
1,89161871755,João,Teixeira,2006-07-03
1,45272728752,Patrícia,Lopes,2021-04-19
1,44775899388,Marcos,Martins,2025-09-15
2,36767862144949,Eduardo,Lopes,2011-11-04
2,49645688837650,Eduardo,Almeida,2017-02-02
1,32918220852,Marcos,Ribeiro,2011-09-25
1,62146482664,Carlos,Lopes,2025-04-09
2,46948922243214,Daniel,Barbosa,2005-11-02
1,41859510799,Otávio,Souza,2019-10-10
2,59313288442422,Gabriel,Barbosa,2015-09-10
1,17279397717,João,Costa,2020-10-05
2,73835888146578,Rafael,Pereira,2009-02-26
1,95134759050,Gabriel,Martins,2011-09-23
2,30756232269107,Daniel,Almeida,2021-04-29
2,54984535996190,Karen,Teixeira,2011-05-26
2,40735931359951,Ana,Souza,2020-10-23
2,72779436777378,Fernanda,Moraes,2019-04-17
1,13298574835,Ana,Teixeira,2016-05-09
1,29049781494,Rafael,Ribeiro,2011-03-21
1,22897006360,João,Barbosa,2025-06-13
2,61361370218831,Helena,Azevedo,2008-10-14
2,45780339807715,Fernanda,Rocha,2017-09-16
2,09879956327807,Gabriel,Ferreira,2006-02-19
1,04188784891,João,Gomes,2017-09-12
1,26221998076,Rafael,Costa,2020-10-18
1,34749719563,Karen,Teixeira,2019-01-22
2,31676287583073,Eduardo,Silva,2007-10-09
2,28562620329519,Luiz,Cardoso,2024-11-20
2,63839271273926,Bruno,Moraes,2013-01-24
1,92813512310,Sandra,Almeida,2016-01-05
1,35847406494,Sandra,Martins,2010-10-13
2,07327003909269,Natália,Oliveira,2010-11-17
2,12380494309938,Fernanda,Ferreira,2018-03-25
2,61286469923588,Bruno,Rocha,2019-08-03
2,10680981398551,Sandra,Moraes,2010-04-05
1,94478682574,Daniel,Pereira,2019-09-20
1,68528551745,Tiago,Azevedo,2009-07-26
1,06713755001,Natália,Cardoso,2023-03-16
2,26398661762392,Karen,Moreira,2023-10-05
1,38494813391,Vanessa,Costa,2023-03-21
1,62561536491,Bruno,Silva,2013-01-27
2,73719276115757,Isabela,Almeida,2010-12-15
2,81135559071023,Luiz,Souza,2010-11-28
1,50579597104,Vanessa,Almeida,2018-02-18
2,97816413491838,Natália,Silva,2016-05-18
1,67595562967,Marcos,Cardoso,2016-09-21
1,35158527659,Otávio,Azevedo,2019-04-05
2,88637571724926,Fernanda,Cardoso,2011-12-10
1,83771073151,Carlos,Gomes,2010-04-19
1,08314879111,Marcos,Silva,2015-08-26
2,81725985567955,Marcos,Rocha,2018-06-30
2,76857984201318,Eduardo,Rocha,2005-10-07
2,32160776328767,Bruno,Cardoso,2020-06-18
2,97118762191212,Isabela,Ferreira,2017-05-06
2,67699168106993,Rafael,Dias,2009-10-10
1,61567261208,Rafael,Oliveira,2024-03-07
1,44147038864,Ana,Teixeira,2008-05-30
2,39509161196124,João,Ferreira,2019-05-17
2,60423125058171,Ana,Moraes,2023-05-04
1,43280332522,Isabela,Silva,2006-05-24
1,33920056640,Vanessa,Almeida,2006-12-25
1,94407695962,Fernanda,Gomes,2018-05-17
1,57916887485,Karen,Souza,2023-04-02
2,75933540655379,Karen,Teixeira,2006-11-19
2,94650467557461,Karen,Cardoso,2016-08-28
1,81907275605,Bruno,Gomes,2006-02-20
2,16086827156537,Tiago,Cardoso,2022-10-01
1,55386266553,Gabriel,Ferreira,2020-03-27
1,24562922982,Bruno,Medeiros,2005-04-27
2,37158730981157,Gabriel,Pereira,2012-02-15
2,21777373572759,Vanessa,Oliveira,2023-12-24
1,87576194623,Natália,Ribeiro,2024-05-28
2,83877889140704,Luiz,Rocha,2024-10-11
1,41885172950,Fernanda,Pereira,2019-08-21
2,84388107165618,Rafael,Martins,2010-09-29
1,89438188308,Tiago,Souza,2009-04-20
1,08641376765,Bruno,Costa,2005-03-04
1,13787643254,Sandra,Souza,2020-09-09
2,48111675420209,Daniel,Oliveira,2006-08-07
2,00699258544575,Carlos,Moreira,2006-04-10
1,50745092750,Luiz,Moreira,2012-10-19
1,40147283551,Otávio,Martins,2021-03-12
2,88950922075998,Isabela,Oliveira,2011-06-27
1,74790729428,Patrícia,Moreira,2018-04-02
2,22519083075702,Natália,Cardoso,2010-04-22
2,04784180572046,Rafael,Rocha,2008-03-28
1,24364501706,Otávio,Oliveira,2006-01-31
2,40103960389895,Gabriel,Barbosa,2005-06-24
1,14584133890,Carlos,Ferreira,2012-10-21
2,58105289902501,Tiago,Rocha,2022-02-15
1,00950607948,Helena,Pereira,2010-06-22
2,36406545582622,Karen,Almeida,2023-03-13
1,69906506633,Karen,Almeida,2020-09-09
2,69895677198649,Karen,Rocha,2013-03-27
1,66041994685,Otávio,Almeida,2011-04-15
2,10474702356190,Otávio,Ribeiro,2013-10-25
1,22416487602,Fernanda,Medeiros,2010-12-26
2,93196756519696,Carlos,Martins,2016-12-01
1,02401266478,Daniel,Teixeira,2008-11-05
1,89823906505,Helena,Pereira,2025-02-08
1,21716139023,Helena,Oliveira,2014-07-27
1,37597051729,Otávio,Dias,2021-06-08
1,49442433239,Rafael,Ferreira,2013-10-01
2,03826867421956,Ana,Souza,2015-03-12
2,69533222660454,Marcos,Dias,2020-10-19
2,02032381638119,Vanessa,Barbosa,2022-04-19
1,94616187384,Carlos,Oliveira,2023-07-30
1,17796872373,Otávio,Ferreira,2005-08-15
1,01095462872,Carlos,Azevedo,2018-07-05
2,44462902640534,Fernanda,Cardoso,2011-06-20
1,10574616557,Marcos,Souza,2007-08-08
1,50935235856,Rafael,Lopes,2019-04-19
1,04312631281,João,Teixeira,2017-01-19
2,40081032754513,Gabriel,Oliveira,2013-03-25
1,38773495527,Fernanda,Barbosa,2024-03-02
2,59881516385976,Fernanda,Medeiros,2020-03-01
2,04050435347687,Karen,Souza,2009-04-28
2,86294556466016,Fernanda,Teixeira,2022-06-30
1,20214368346,Otávio,Ribeiro,2011-05-24
2,13778776933263,Karen,Rocha,2024-07-14
1,18567965243,Vanessa,Cardoso,2017-06-05
2,56385971194929,Carlos,Almeida,2021-05-27
1,52477024177,Carlos,Oliveira,2010-10-16
1,14281760589,Eduardo,Pereira,2010-06-25
1,46161584847,Bruno,Lopes,2007-12-18
1,77985335841,Otávio,Ribeiro,2020-11-23
2,67585655650574,Rafael,Barbosa,2022-11-24
2,18955974750855,Carlos,Oliveira,2014-07-14
1,24361903066,Bruno,Lopes,2014-07-04
1,01519858356,Patrícia,Souza,2016-04-02
1,06521212049,Luiz,Ribeiro,2016-02-23
1,56129929900,Luiz,Costa,2017-12-19
2,76105099868941,Rafael,Dias,2017-05-19
2,08472312733028,Isabela,Souza,2010-11-01
2,51341863726292,Tiago,Ferreira,2020-02-03
2,97797807602513,Gabriel,Souza,2015-03-31
1,85235008376,Luiz,Oliveira,2013-09-30
2,95391382032576,Gabriel,Moreira,2024-04-13
2,82136781831549,Karen,Azevedo,2016-10-09
1,10556087145,Tiago,Souza,2005-02-05
2,19752993937426,Sandra,Souza,2013-03-24
2,72684597828457,Otávio,Cardoso,2012-10-28
2,34538313835369,Daniel,Ferreira,2017-02-15
1,60740028731,Vanessa,Ferreira,2010-12-12
1,00560976713,Natália,Costa,2016-09-23
2,49929098877730,Carlos,Costa,2023-09-24
2,41403752553092,Gabriel,Oliveira,2024-02-09
2,48920197678487,Sandra,Silva,2020-02-09
1,34841820500,Ana,Costa,2008-10-29
1,71847076367,Rafael,Moreira,2016-08-28
1,66301416643,Sandra,Pereira,2018-08-13
2,69061494185474,Carlos,Lopes,2023-01-14
1,90150414496,Helena,Medeiros,2024-09-18
2,98314228796660,Rafael,Medeiros,2008-01-07
1,99089763147,Isabela,Medeiros,2019-04-01
1,65858396198,João,Azevedo,2015-08-01
2,13143938030944,Natália,Medeiros,2006-08-29
1,42130150886,Bruno,Teixeira,2022-02-09
1,16415809278,Carlos,Almeida,2010-04-17
2,99181402618755,Sandra,Costa,2018-12-07
1,83614467887,Helena,Moreira,2024-12-12
1,05073162933,Tiago,Martins,2017-10-01
1,39109633046,Patrícia,Ferreira,2025-07-06
1,52819203148,Carlos,Barbosa,2013-06-09
2,50324091274486,Natália,Medeiros,2022-10-02
2,04977872223065,Daniel,Rocha,2023-03-07
1,14935428925,Rafael,Costa,2015-04-29
2,74773797957232,Marcos,Lopes,2011-08-07
2,87388036687810,Isabela,Almeida,2017-12-06
2,06130059654846,Natália,Moraes,2025-04-02
2,67881937264489,Daniel,Almeida,2006-08-14
2,82340974451775,Eduardo,Azevedo,2007-04-20
2,34644370000640,Fernanda,Almeida,2021-12-08
1,75418130525,Rafael,Dias,2023-11-08
1,14237924333,Bruno,Oliveira,2018-01-19
2,68836018869070,Natália,Almeida,2023-05-18
1,26761324865,Ana,Azevedo,2012-10-03
2,15343985336762,Karen,Ferreira,2017-07-18
1,84785860339,Otávio,Souza,2016-04-24
2,42278723884255,Rafael,Pereira,2022-10-13
1,57237723208,Natália,Teixeira,2022-05-05
2,84712002739691,Carlos,Moreira,2012-12-18
1,25207390887,Bruno,Costa,2011-07-19
2,36992199089786,Isabela,Teixeira,2009-01-13
2,78624742716264,Carlos,Silva,2005-01-21
2,37530334822504,Karen,Gomes,2015-03-11
1,33454392858,Fernanda,Teixeira,2015-01-10
2,33881443082819,Isabela,Medeiros,2020-07-31
1,17388713079,Helena,Moraes,2011-10-14
1,93590590086,Carlos,Costa,2008-01-20
2,54090737411954,Fernanda,Cardoso,2011-07-01
1,77354973810,Tiago,Azevedo,2006-05-04
1,40950174558,Karen,Lopes,2020-06-17
2,32007489856600,Isabela,Oliveira,2007-04-08
2,59204093569287,Tiago,Silva,2005-03-16
1,02626446008,Sandra,Martins,2016-07-15
1,65512914062,Sandra,Azevedo,2021-03-23
2,41858353007752,Gabriel,Lopes,2012-05-23
1,35477652759,Patrícia,Ferreira,2023-08-24
2,13483715463640,Otávio,Cardoso,2021-07-10
2,66258885956754,Isabela,Silva,2021-08-13
1,31819202681,Carlos,Cardoso,2012-10-07
1,76740862146,Karen,Cardoso,2009-09-04
1,60802217565,Otávio,Martins,2006-07-18
2,54423867659005,Patrícia,Costa,2012-06-27
2,81999307103426,Natália,Ferreira,2021-11-15
1,07229389826,Carlos,Souza,2023-01-30
1,08264521574,Karen,Lopes,2005-12-07
2,44835331870924,Helena,Moreira,2018-07-15
2,30852794898474,Bruno,Teixeira,2005-07-21
2,99518318074293,João,Rocha,2018-09-04
1,17815421541,Patrícia,Martins,2017-12-03
2,40735323386896,Karen,Barbosa,2021-07-04
2,59601315703221,Otávio,Gomes,2019-08-30
2,74865691568026,Bruno,Souza,2023-10-03
1,47098309611,Daniel,Ribeiro,2023-06-11
2,91067164115086,Tiago,Teixeira,2016-12-22
2,14923199531850,Carlos,Costa,2017-01-14
1,36808394656,Patrícia,Silva,2015-12-20
1,81538343596,João,Martins,2023-08-15
2,52802645773908,Marcos,Ribeiro,2011-12-03
2,89714726602765,Carlos,Martins,2020-11-30
2,80873285043651,Patrícia,Cardoso,2012-04-27
2,84113403354594,Eduardo,Ribeiro,2006-03-19
1,53467508906,Rafael,Medeiros,2024-12-27
1,61469896091,Eduardo,Medeiros,2014-05-11
1,16263957081,Fernanda,Pereira,2005-12-09
2,72457123032913,Otávio,Dias,2012-11-05
1,95975605056,Gabriel,Pereira,2017-05-27
2,54907670824088,Patrícia,Gomes,2014-08-14
2,96902002850728,Otávio,Pereira,2012-10-17
1,91552933947,João,Oliveira,2025-09-14
2,47469723995198,Luiz,Azevedo,2007-07-30
2,71891829210210,Helena,Martins,2008-05-17
1,71780959976,Helena,Barbosa,2008-07-18
1,15322554450,Vanessa,Martins,2011-02-02
2,47621134232501,Natália,Costa,2010-05-10
2,99012086171977,Rafael,Rocha,2025-07-21
1,53064741066,Otávio,Moraes,2021-12-20
1,09574263610,João,Moreira,2025-12-17
2,56592062349665,Karen,Dias,2012-10-02
2,26656090309324,Sandra,Gomes,2008-01-18
1,60576755794,Patrícia,Silva,2013-05-26
1,63740896313,Luiz,Ribeiro,2009-07-04
2,28886629247958,Otávio,Barbosa,2008-09-03
1,69603623507,Karen,Almeida,2015-02-12
1,06584007204,João,Barbosa,2022-08-05
2,57834834238813,Natália,Moraes,2005-02-05
2,90929047521315,Tiago,Almeida,2023-07-13
1,55233379829,Natália,Costa,2005-01-27
1,76416237573,Karen,Dias,2012-05-31
1,77895911341,Sandra,Teixeira,2016-12-13
1,95118098601,Rafael,Martins,2015-09-19
1,37098966415,Natália,Barbosa,2005-02-23
1,43874647363,Marcos,Moreira,2010-07-23
1,26769593663,Rafael,Souza,2006-02-02
1,91509249101,Natália,Dias,2013-10-06
2,18610757440721,Rafael,Martins,2025-10-06
1,61180791682,Isabela,Gomes,2018-12-13
1,76975729306,Luiz,Moreira,2005-08-14
1,18717066882,Karen,Gomes,2025-08-23
1,86014684522,Marcos,Teixeira,2006-08-18
1,16939241789,Gabriel,Azevedo,2009-07-30
2,01095480902318,João,Medeiros,2016-07-28
2,87167784735083,Tiago,Azevedo,2015-11-14
1,51632951802,João,Dias,2023-06-17
1,81281853086,Luiz,Souza,2008-03-16
2,91092596907722,Patrícia,Teixeira,2024-09-14
2,41585075484767,Natália,Cardoso,2023-01-03
2,82678804954511,Marcos,Dias,2022-12-15
2,34283281252890,Vanessa,Pereira,2005-12-26
2,89810044369888,Bruno,Lopes,2005-05-16
2,82772366161365,Patrícia,Teixeira,2019-05-25
2,38869857833484,Patrícia,Rocha,2019-04-01
1,99123315060,Carlos,Silva,2011-06-02
2,35940953576712,Bruno,Teixeira,2011-06-18
2,23402069670936,Fernanda,Ferreira,2007-01-24
2,59205925985987,Luiz,Ferreira,2012-09-16
2,09828977985656,Tiago,Pereira,2022-05-20
1,90820084502,Helena,Azevedo,2009-10-15
2,62356517464247,Isabela,Almeida,2008-11-19
1,79078732456,Isabela,Teixeira,2018-02-14
1,96116406137,Bruno,Moraes,2012-11-10
2,50443852650389,Natália,Souza,2006-04-11
2,46323542908185,Eduardo,Medeiros,2014-05-23
1,26325048774,Vanessa,Lopes,2022-04-30
1,57182231575,Tiago,Azevedo,2006-03-16
2,80402949905594,Rafael,Pereira,2016-02-16
1,05604386751,Helena,Ribeiro,2020-08-01
1,15123606153,Natália,Costa,2012-05-01
1,84052709261,Carlos,Lopes,2012-05-04
2,62677718835801,João,Moraes,2012-04-18
1,36440676595,Ana,Moreira,2011-06-26
2,07241240877834,Natália,Oliveira,2012-08-07
1,70856917857,Rafael,Gomes,2025-09-20
2,83675259009806,Eduardo,Gomes,2013-12-03
1,73620747843,Bruno,Silva,2009-09-10
1,66103445089,Bruno,Pereira,2014-09-29
1,02664437572,Karen,Pereira,2008-10-06
2,72013824646150,Daniel,Barbosa,2023-02-18
1,59335737797,Tiago,Gomes,2005-01-23
2,53218064900755,Rafael,Rocha,2017-06-17
2,22158258659311,Marcos,Ferreira,2010-03-02
2,54893370834350,Marcos,Medeiros,2020-06-24
2,47556654081544,Eduardo,Medeiros,2007-09-14
2,72199812673383,Marcos,Pereira,2005-10-18
1,04553064731,Gabriel,Pereira,2010-02-09
2,08430974019334,Ana,Barbosa,2025-09-21
2,93171368353888,Carlos,Rocha,2019-08-18
2,47764679706790,Sandra,Moraes,2016-01-23
1,73152792014,Tiago,Ribeiro,2024-12-24
2,33484524539997,Karen,Dias,2013-06-16
2,16943487562756,Vanessa,Cardoso,2023-12-15
1,66138739648,Luiz,Martins,2019-09-26
2,95180944937861,Fernanda,Moreira,2005-09-16
2,38974633481400,Gabriel,Martins,2019-01-08
2,10924305324696,Natália,Medeiros,2024-11-03
2,95979373659712,Fernanda,Moreira,2017-04-02
1,06076821129,Fernanda,Lopes,2018-10-20
1,07353991796,Rafael,Pereira,2013-01-20
1,19680374660,Natália,Moreira,2007-05-25
1,34233120651,João,Ferreira,2013-11-14
1,04720157587,Karen,Azevedo,2021-10-02
2,19806642967174,Helena,Rocha,2009-02-01
1,87365015205,Marcos,Rocha,2021-04-21
1,89738100751,Karen,Gomes,2023-07-30
1,96579054872,Helena,Souza,2017-10-05
1,04670193147,Natália,Ribeiro,2016-11-06
2,55456145807002,Rafael,Silva,2023-01-17
2,66553214912086,Otávio,Moreira,2017-09-20
1,36326004115,Gabriel,Barbosa,2023-02-02
1,40507184954,Otávio,Cardoso,2021-01-17
2,37052831849688,Luiz,Oliveira,2008-07-07
2,27434486171635,Bruno,Gomes,2006-06-01
1,11313446734,Carlos,Barbosa,2018-04-02
2,81002083410431,Helena,Azevedo,2013-04-07
2,47199662248050,Helena,Martins,2006-06-13
1,26568070325,Ana,Gomes,2018-11-30
2,62008790796510,Ana,Rocha,2018-02-12
1,15435078075,Helena,Barbosa,2022-08-17
2,44662744354824,Vanessa,Ferreira,2014-01-22
2,73061416885486,Daniel,Ribeiro,2006-03-05
2,45744469511091,Daniel,Lopes,2009-06-30
1,96016683623,João,Cardoso,2020-06-28
2,35025510458471,Bruno,Costa,2006-05-03
1,34712198959,Daniel,Rocha,2010-08-13
2,84732225581583,Natália,Almeida,2012-12-07
2,13749587737664,Tiago,Cardoso,2024-02-06
1,18425581606,Gabriel,Martins,2008-10-13
2,95442999471214,Fernanda,Teixeira,2017-05-21
1,81606968349,Vanessa,Cardoso,2006-10-06
2,42773022265234,Patrícia,Moreira,2022-01-18
1,47769088360,João,Rocha,2009-08-20
1,65769377388,Fernanda,Martins,2013-06-19
1,10001557374,Daniel,Moreira,2018-10-02
2,18395181881741,Fernanda,Cardoso,2007-09-06
2,24540532493005,João,Moreira,2008-07-31
2,86824864804580,Rafael,Almeida,2015-01-11
2,83756860698716,Otávio,Silva,2005-05-21
1,97869887412,Otávio,Gomes,2019-10-08
2,31424477808194,Carlos,Barbosa,2008-06-27
1,49661509163,Isabela,Cardoso,2022-02-22
1,25866910970,Rafael,Moreira,2007-12-26
1,51856975683,João,Azevedo,2009-01-07
1,53599607943,Patrícia,Costa,2016-08-26
2,87968038453861,Bruno,Barbosa,2024-05-30
2,48334658327113,Tiago,Oliveira,2014-04-27
1,08990675341,Marcos,Medeiros,2005-03-12
1,86577775776,Rafael,Pereira,2021-05-01
1,67028505571,Vanessa,Pereira,2009-04-03
2,74656913673931,Eduardo,Ribeiro,2014-11-13
1,89610432841,João,Costa,2020-02-09
1,16429963016,Natália,Pereira,2020-11-09
2,76289146421776,Ana,Azevedo,2020-04-20
1,38443084946,Helena,Pereira,2018-03-18
2,15706363703027,Natália,Ribeiro,2020-02-03
2,86310696415924,Isabela,Silva,2006-02-22
2,49281718693307,Eduardo,Costa,2023-03-08
1,30391832865,Tiago,Costa,2020-01-04
2,49773985323472,Tiago,Martins,2016-07-31
1,31424069493,Tiago,Souza,2007-02-07
1,16391994879,Vanessa,Lopes,2008-11-19
1,45663955250,Otávio,Almeida,2021-04-08
1,00874253814,Isabela,Azevedo,2024-11-25
1,71256636944,Bruno,Almeida,2011-04-02
1,47707037780,Bruno,Oliveira,2025-09-13
1,47579338668,Vanessa,Ferreira,2012-01-05
2,62229278519935,Vanessa,Silva,2021-12-10
1,89881032860,Karen,Moraes,2010-02-20
2,46773336533776,Marcos,Barbosa,2018-06-02
2,11301202431920,Eduardo,Teixeira,2024-09-17
2,07893503288492,Tiago,Silva,2007-04-15
2,52565311013550,Vanessa,Martins,2012-08-16
2,23835434466892,Fernanda,Azevedo,2013-10-04
2,53004869028517,Carlos,Rocha,2016-10-04
2,08011362533070,Carlos,Martins,2013-07-27
1,22565130246,João,Costa,2018-04-17
2,61148218872137,Karen,Teixeira,2009-10-28
2,30710927698119,Natália,Dias,2020-09-11
2,47577447414958,Rafael,Dias,2015-08-23
1,85093152820,João,Costa,2015-09-16
1,99297525856,Patrícia,Costa,2007-07-10
2,06157746597906,Vanessa,Dias,2025-12-07
1,72708988853,João,Dias,2015-04-08
1,34552991985,Sandra,Azevedo,2005-11-13
2,33675984775635,Luiz,Oliveira,2005-08-27
2,91800626322616,Tiago,Almeida,2017-02-16
1,17744583062,Isabela,Ribeiro,2018-10-23
2,25993035296956,Vanessa,Barbosa,2023-07-16
1,81085194927,Natália,Moraes,2019-07-19
2,29738021099912,Fernanda,Rocha,2015-10-21
1,88087797385,Sandra,Pereira,2009-07-19
1,90705171386,Fernanda,Pereira,2005-08-06
2,56432486549402,Gabriel,Oliveira,2025-06-04
1,58201804669,Rafael,Lopes,2020-01-30
2,76168394205171,Vanessa,Rocha,2025-11-15
2,23364131492216,Helena,Gomes,2005-12-22
2,16538791079897,Patrícia,Souza,2006-02-26
2,48693764138622,Natália,Ribeiro,2017-08-15
2,48805120361742,Karen,Ferreira,2007-02-09
2,88253121460923,Marcos,Rocha,2023-02-11
1,30817591082,Ana,Moreira,2010-09-03
2,75790372101564,Gabriel,Silva,2010-05-17
2,13363018100601,Fernanda,Lopes,2025-03-16
2,06064986658525,Sandra,Gomes,2013-01-23
2,41280623375116,Sandra,Souza,2014-12-13
1,62089857021,Eduardo,Dias,2017-04-06
2,87027295999301,Gabriel,Gomes,2025-04-17
1,76211111474,Luiz,Cardoso,2024-01-20
1,12743271661,Fernanda,Almeida,2024-01-17
1,78227127928,Natália,Moraes,2014-03-11
1,55341591404,Eduardo,Moraes,2021-12-10
1,05752188932,Carlos,Teixeira,2006-06-27
2,79070222595043,Karen,Cardoso,2013-09-17
2,49293558484519,Tiago,Souza,2006-12-14
2,79230590894091,Sandra,Teixeira,2018-08-29
1,00772899560,Gabriel,Moraes,2018-10-08
2,45341541770062,João,Ribeiro,2012-06-12
2,46372957554517,Tiago,Moreira,2005-11-05
2,42477291998092,Tiago,Silva,2008-08-15
1,63192610739,Daniel,Souza,2022-11-25
1,21856380217,Ana,Moraes,2025-06-18
2,67821790209333,Fernanda,Dias,2017-08-18
1,97937329823,Otávio,Teixeira,2010-10-12
2,48145746609411,Vanessa,Barbosa,2022-08-21
1,92533607471,Natália,Gomes,2022-04-07
1,93839084590,Marcos,Ribeiro,2012-03-11
1,21303007664,Vanessa,Ribeiro,2010-08-06
1,95916148393,João,Azevedo,2009-11-12
2,07229848484240,Bruno,Barbosa,2023-03-22
1,58173147047,Sandra,Ribeiro,2012-02-08
2,61762048706203,Gabriel,Rocha,2015-10-14
2,50642381835993,Eduardo,Teixeira,2022-01-27
1,72354394499,Bruno,Almeida,2008-09-09
2,76551760971372,Sandra,Silva,2011-09-11
2,80147156342486,Luiz,Lopes,2005-03-30
1,27360063042,Sandra,Silva,2025-03-13
2,38342075368869,João,Moraes,2019-09-25
2,15636588360663,Natália,Moraes,2007-01-21
1,30635808672,Bruno,Cardoso,2011-12-31
1,71157838010,Isabela,Azevedo,2024-03-05
2,85975069822030,João,Medeiros,2009-10-19
1,51794072804,Isabela,Martins,2024-10-03
2,95837771590791,Ana,Lopes,2014-09-07
2,92247923093988,Luiz,Barbosa,2013-05-11
1,72002141647,Sandra,Azevedo,2025-11-14
1,33245595507,Natália,Dias,2006-09-15
2,38394291174259,Carlos,Moraes,2015-07-29
2,94271568885896,Rafael,Teixeira,2012-06-26
2,60758530912434,Carlos,Silva,2020-05-15
1,06772790877,Tiago,Cardoso,2011-10-10
2,54764540351292,Eduardo,Medeiros,2013-09-03
2,48541396030574,Fernanda,Barbosa,2024-07-14
1,36546299921,Isabela,Barbosa,2018-01-04
2,56987464172321,Gabriel,Almeida,2024-01-18
1,55478628700,João,Almeida,2025-05-10
1,97922138484,Carlos,Barbosa,2013-04-05
1,99841536376,Isabela,Almeida,2012-07-08
1,35913594129,Helena,Almeida,2011-08-13
1,37843564550,Daniel,Moraes,2012-06-03
1,23302808738,Vanessa,Costa,2025-11-18
1,19497277570,Karen,Gomes,2014-11-14
1,04675675783,Bruno,Silva,2023-01-30
2,78838267329532,Otávio,Cardoso,2005-07-16
1,03883585321,Carlos,Moraes,2010-06-21
2,99789121486066,Helena,Martins,2018-06-06
2,76589769861475,Karen,Silva,2016-07-31
1,56874706131,Luiz,Lopes,2023-10-17
2,73534738237795,Helena,Moreira,2019-01-21
1,40897772611,Helena,Pereira,2015-05-30
2,66358288776179,Vanessa,Moreira,2020-12-31
2,96909638113625,Carlos,Silva,2011-01-25
2,24345780182865,Sandra,Lopes,2005-01-24
1,93434460763,Carlos,Moreira,2022-12-26
1,86905464571,Vanessa,Martins,2011-06-19
1,89651574766,Karen,Teixeira,2017-06-03
2,92981727892655,Isabela,Moraes,2024-01-18
2,13812666411093,Isabela,Dias,2022-10-19
1,06228071574,Otávio,Costa,2005-07-03
2,02702816677351,Tiago,Rocha,2006-07-06
2,43125744461853,Isabela,Dias,2020-04-05
2,24659316138278,Ana,Almeida,2009-03-22
2,38395425826845,Sandra,Cardoso,2009-03-17
2,34823816728971,Otávio,Pereira,2022-04-01
1,50687890792,Vanessa,Silva,2020-01-11
2,03774342489355,Helena,Azevedo,2017-06-25
1,87928929806,Rafael,Oliveira,2014-02-01
1,46081891367,Fernanda,Dias,2012-08-12
2,97778203943824,Luiz,Moraes,2020-08-06
1,30675954202,Rafael,Dias,2009-11-25
2,97597301884490,Patrícia,Silva,2007-01-26
2,32826461335127,Gabriel,Medeiros,2024-08-27
2,43200969487666,Gabriel,Souza,2011-11-04
1,04910489147,Sandra,Medeiros,2017-02-13
1,75598445899,Marcos,Almeida,2005-07-08
1,03410184199,Vanessa,Moraes,2014-02-24
2,77623508688297,Fernanda,Gomes,2006-06-05
2,25306506170510,Carlos,Azevedo,2025-11-20
1,67473081171,Helena,Costa,2023-05-10
1,43562506544,Marcos,Moreira,2023-01-24
1,18962342694,Marcos,Silva,2025-12-17
1,24981712277,Tiago,Ferreira,2015-08-04
1,69550469803,Natália,Barbosa,2005-02-16
2,69381555769025,Eduardo,Dias,2008-10-14
1,67157034487,Daniel,Costa,2015-09-05
2,19709520000465,Natália,Rocha,2005-10-02
1,09517217152,Ana,Martins,2006-09-21
2,40938072890793,Ana,Teixeira,2013-05-02
1,58648917911,Fernanda,Pereira,2021-10-21
1,49912988774,Vanessa,Gomes,2011-08-02
1,10318731005,Sandra,Azevedo,2017-11-01
2,03219856675157,Rafael,Silva,2017-01-07
1,33500878617,Bruno,Lopes,2015-03-19
1,26900936612,Marcos,Rocha,2021-05-03
1,92228065378,Sandra,Pereira,2006-09-14
2,84146089683078,Otávio,Moreira,2014-09-08
1,90904618662,Daniel,Medeiros,2016-06-13
2,46027272776528,Tiago,Azevedo,2014-02-21
1,65233023996,João,Teixeira,2016-03-17
1,47330518066,Helena,Oliveira,2015-09-07
2,16918736759307,Ana,Teixeira,2017-03-20
1,64691667795,Eduardo,Almeida,2025-06-22
